date,id,name,variable,value
2000-01-01T07:00:00Z,county_30075_Powder River County,Powder River County,mean,NA
2000-01-01T07:00:00Z,county_30009_Carbon County,Carbon County,mean,NA
2000-01-01T07:00:00Z,county_30003_Big Horn County,Big Horn County,mean,NA
2000-01-01T07:00:00Z,county_30111_Yellowstone County,Yellowstone County,mean,NA
2000-01-01T07:00:00Z,county_30095_Stillwater County,Stillwater County,mean,NA
2000-01-01T07:00:00Z,county_30097_Sweet Grass County,Sweet Grass County,mean,NA
2000-01-01T07:00:00Z,county_30107_Wheatland County,Wheatland County,mean,NA
2000-01-01T07:00:00Z,county_30037_Golden Valley County,Golden Valley County,mean,NA
2000-01-01T07:00:00Z,county_30065_Musselshell County,Musselshell County,mean,NA
2000-01-01T07:00:00Z,county_30103_Treasure County,Treasure County,mean,NA
2000-01-01T07:00:00Z,county_30087_Rosebud County,Rosebud County,mean,NA
2000-01-01T07:00:00Z,county_30011_Carter County,Carter County,mean,NA
2000-01-01T07:00:00Z,county_30025_Fallon County,Fallon County,mean,NA
2000-01-01T07:00:00Z,county_30017_Custer County,Custer County,mean,NA
2000-01-01T07:00:00Z,county_30109_Wibaux County,Wibaux County,mean,NA
2000-01-01T07:00:00Z,county_30079_Prairie County,Prairie County,mean,NA
2000-01-01T07:00:00Z,county_30033_Garfield County,Garfield County,mean,NA
2000-01-01T07:00:00Z,county_30055_McCone County,McCone County,mean,NA
2000-01-01T07:00:00Z,county_30021_Dawson County,Dawson County,mean,NA
2000-01-01T07:00:00Z,county_30083_Richland County,Richland County,mean,NA
2000-01-01T07:00:00Z,county_30085_Roosevelt County,Roosevelt County,mean,NA
2000-01-01T07:00:00Z,county_30091_Sheridan County,Sheridan County,mean,NA
2000-01-01T07:00:00Z,county_30019_Daniels County,Daniels County,mean,NA
2000-01-01T07:00:00Z,county_30105_Valley County,Valley County,mean,NA
2000-01-01T07:00:00Z,county_30071_Phillips County,Phillips County,mean,NA
2000-01-01T07:00:00Z,county_30005_Blaine County,Blaine County,mean,NA
2000-01-01T07:00:00Z,county_30069_Petroleum County,Petroleum County,mean,NA
2000-01-01T07:00:00Z,county_30027_Fergus County,Fergus County,mean,NA
2000-01-01T07:00:00Z,county_30045_Judith Basin County,Judith Basin County,mean,NA
2000-01-01T07:00:00Z,county_30013_Cascade County,Cascade County,mean,NA
2000-01-01T07:00:00Z,county_30077_Powell County,Powell County,mean,NA
2000-01-01T07:00:00Z,county_30049_Lewis and Clark County,Lewis and Clark County,mean,NA
2000-01-01T07:00:00Z,county_30099_Teton County,Teton County,mean,NA
2000-01-01T07:00:00Z,county_30015_Chouteau County,Chouteau County,mean,NA
2000-01-01T07:00:00Z,county_30041_Hill County,Hill County,mean,NA
2000-01-01T07:00:00Z,county_30051_Liberty County,Liberty County,mean,NA
2000-01-01T07:00:00Z,county_30101_Toole County,Toole County,mean,NA
2000-01-01T07:00:00Z,county_30073_Pondera County,Pondera County,mean,NA
2000-01-01T07:00:00Z,county_30029_Flathead County,Flathead County,mean,NA
2000-01-01T07:00:00Z,county_30035_Glacier County,Glacier County,mean,NA
2000-01-01T07:00:00Z,county_30053_Lincoln County,Lincoln County,mean,NA
2000-01-01T07:00:00Z,county_30089_Sanders County,Sanders County,mean,NA
2000-01-01T07:00:00Z,county_30047_Lake County,Lake County,mean,NA
2000-01-01T07:00:00Z,county_30063_Missoula County,Missoula County,mean,NA
2000-01-01T07:00:00Z,county_30061_Mineral County,Mineral County,mean,NA
2000-01-01T07:00:00Z,county_30081_Ravalli County,Ravalli County,mean,NA
2000-01-01T07:00:00Z,county_30039_Granite County,Granite County,mean,NA
2000-01-01T07:00:00Z,county_30043_Jefferson County,Jefferson County,mean,NA
2000-01-01T07:00:00Z,county_30059_Meagher County,Meagher County,mean,NA
2000-01-01T07:00:00Z,county_30007_Broadwater County,Broadwater County,mean,NA
2000-01-01T07:00:00Z,county_30067_Park County,Park County,mean,NA
2000-01-01T07:00:00Z,county_30093_Silver Bow County,Silver Bow County,mean,NA
2000-01-01T07:00:00Z,county_30023_Deer Lodge County,Deer Lodge County,mean,NA
2000-01-01T07:00:00Z,county_30001_Beaverhead County,Beaverhead County,mean,NA
2000-01-01T07:00:00Z,county_30057_Madison County,Madison County,mean,NA
2000-01-01T07:00:00Z,county_30031_Gallatin County,Gallatin County,mean,NA
2000-01-09T07:00:00Z,county_30075_Powder River County,Powder River County,mean,NA
2000-01-09T07:00:00Z,county_30009_Carbon County,Carbon County,mean,NA
2000-01-09T07:00:00Z,county_30003_Big Horn County,Big Horn County,mean,NA
2000-01-09T07:00:00Z,county_30111_Yellowstone County,Yellowstone County,mean,NA
2000-01-09T07:00:00Z,county_30095_Stillwater County,Stillwater County,mean,NA
2000-01-09T07:00:00Z,county_30097_Sweet Grass County,Sweet Grass County,mean,NA
2000-01-09T07:00:00Z,county_30107_Wheatland County,Wheatland County,mean,NA
2000-01-09T07:00:00Z,county_30037_Golden Valley County,Golden Valley County,mean,NA
2000-01-09T07:00:00Z,county_30065_Musselshell County,Musselshell County,mean,NA
2000-01-09T07:00:00Z,county_30103_Treasure County,Treasure County,mean,NA
2000-01-09T07:00:00Z,county_30087_Rosebud County,Rosebud County,mean,NA
2000-01-09T07:00:00Z,county_30011_Carter County,Carter County,mean,NA
2000-01-09T07:00:00Z,county_30025_Fallon County,Fallon County,mean,NA
2000-01-09T07:00:00Z,county_30017_Custer County,Custer County,mean,NA
2000-01-09T07:00:00Z,county_30109_Wibaux County,Wibaux County,mean,NA
2000-01-09T07:00:00Z,county_30079_Prairie County,Prairie County,mean,NA
2000-01-09T07:00:00Z,county_30033_Garfield County,Garfield County,mean,NA
2000-01-09T07:00:00Z,county_30055_McCone County,McCone County,mean,NA
2000-01-09T07:00:00Z,county_30021_Dawson County,Dawson County,mean,NA
2000-01-09T07:00:00Z,county_30083_Richland County,Richland County,mean,NA
2000-01-09T07:00:00Z,county_30085_Roosevelt County,Roosevelt County,mean,NA
2000-01-09T07:00:00Z,county_30091_Sheridan County,Sheridan County,mean,NA
2000-01-09T07:00:00Z,county_30019_Daniels County,Daniels County,mean,NA
2000-01-09T07:00:00Z,county_30105_Valley County,Valley County,mean,NA
2000-01-09T07:00:00Z,county_30071_Phillips County,Phillips County,mean,NA
2000-01-09T07:00:00Z,county_30005_Blaine County,Blaine County,mean,NA
2000-01-09T07:00:00Z,county_30069_Petroleum County,Petroleum County,mean,NA
2000-01-09T07:00:00Z,county_30027_Fergus County,Fergus County,mean,NA
2000-01-09T07:00:00Z,county_30045_Judith Basin County,Judith Basin County,mean,NA
2000-01-09T07:00:00Z,county_30013_Cascade County,Cascade County,mean,NA
2000-01-09T07:00:00Z,county_30077_Powell County,Powell County,mean,NA
2000-01-09T07:00:00Z,county_30049_Lewis and Clark County,Lewis and Clark County,mean,NA
2000-01-09T07:00:00Z,county_30099_Teton County,Teton County,mean,NA
2000-01-09T07:00:00Z,county_30015_Chouteau County,Chouteau County,mean,NA
2000-01-09T07:00:00Z,county_30041_Hill County,Hill County,mean,NA
2000-01-09T07:00:00Z,county_30051_Liberty County,Liberty County,mean,NA
2000-01-09T07:00:00Z,county_30101_Toole County,Toole County,mean,NA
2000-01-09T07:00:00Z,county_30073_Pondera County,Pondera County,mean,NA
2000-01-09T07:00:00Z,county_30029_Flathead County,Flathead County,mean,NA
2000-01-09T07:00:00Z,county_30035_Glacier County,Glacier County,mean,NA
2000-01-09T07:00:00Z,county_30053_Lincoln County,Lincoln County,mean,NA
2000-01-09T07:00:00Z,county_30089_Sanders County,Sanders County,mean,NA
2000-01-09T07:00:00Z,county_30047_Lake County,Lake County,mean,NA
2000-01-09T07:00:00Z,county_30063_Missoula County,Missoula County,mean,NA
2000-01-09T07:00:00Z,county_30061_Mineral County,Mineral County,mean,NA
2000-01-09T07:00:00Z,county_30081_Ravalli County,Ravalli County,mean,NA
2000-01-09T07:00:00Z,county_30039_Granite County,Granite County,mean,NA
2000-01-09T07:00:00Z,county_30043_Jefferson County,Jefferson County,mean,NA
2000-01-09T07:00:00Z,county_30059_Meagher County,Meagher County,mean,NA
2000-01-09T07:00:00Z,county_30007_Broadwater County,Broadwater County,mean,NA
2000-01-09T07:00:00Z,county_30067_Park County,Park County,mean,NA
2000-01-09T07:00:00Z,county_30093_Silver Bow County,Silver Bow County,mean,NA
2000-01-09T07:00:00Z,county_30023_Deer Lodge County,Deer Lodge County,mean,NA
2000-01-09T07:00:00Z,county_30001_Beaverhead County,Beaverhead County,mean,NA
2000-01-09T07:00:00Z,county_30057_Madison County,Madison County,mean,NA
2000-01-09T07:00:00Z,county_30031_Gallatin County,Gallatin County,mean,NA
2000-01-17T07:00:00Z,county_30075_Powder River County,Powder River County,mean,NA
2000-01-17T07:00:00Z,county_30009_Carbon County,Carbon County,mean,NA
2000-01-17T07:00:00Z,county_30003_Big Horn County,Big Horn County,mean,NA
2000-01-17T07:00:00Z,county_30111_Yellowstone County,Yellowstone County,mean,NA
2000-01-17T07:00:00Z,county_30095_Stillwater County,Stillwater County,mean,NA
2000-01-17T07:00:00Z,county_30097_Sweet Grass County,Sweet Grass County,mean,NA
2000-01-17T07:00:00Z,county_30107_Wheatland County,Wheatland County,mean,NA
2000-01-17T07:00:00Z,county_30037_Golden Valley County,Golden Valley County,mean,NA
2000-01-17T07:00:00Z,county_30065_Musselshell County,Musselshell County,mean,NA
2000-01-17T07:00:00Z,county_30103_Treasure County,Treasure County,mean,NA
2000-01-17T07:00:00Z,county_30087_Rosebud County,Rosebud County,mean,NA
2000-01-17T07:00:00Z,county_30011_Carter County,Carter County,mean,NA
2000-01-17T07:00:00Z,county_30025_Fallon County,Fallon County,mean,NA
2000-01-17T07:00:00Z,county_30017_Custer County,Custer County,mean,NA
2000-01-17T07:00:00Z,county_30109_Wibaux County,Wibaux County,mean,NA
2000-01-17T07:00:00Z,county_30079_Prairie County,Prairie County,mean,NA
2000-01-17T07:00:00Z,county_30033_Garfield County,Garfield County,mean,NA
2000-01-17T07:00:00Z,county_30055_McCone County,McCone County,mean,NA
2000-01-17T07:00:00Z,county_30021_Dawson County,Dawson County,mean,NA
2000-01-17T07:00:00Z,county_30083_Richland County,Richland County,mean,NA
2000-01-17T07:00:00Z,county_30085_Roosevelt County,Roosevelt County,mean,NA
2000-01-17T07:00:00Z,county_30091_Sheridan County,Sheridan County,mean,NA
2000-01-17T07:00:00Z,county_30019_Daniels County,Daniels County,mean,NA
2000-01-17T07:00:00Z,county_30105_Valley County,Valley County,mean,NA
2000-01-17T07:00:00Z,county_30071_Phillips County,Phillips County,mean,NA
2000-01-17T07:00:00Z,county_30005_Blaine County,Blaine County,mean,NA
2000-01-17T07:00:00Z,county_30069_Petroleum County,Petroleum County,mean,NA
2000-01-17T07:00:00Z,county_30027_Fergus County,Fergus County,mean,NA
2000-01-17T07:00:00Z,county_30045_Judith Basin County,Judith Basin County,mean,NA
2000-01-17T07:00:00Z,county_30013_Cascade County,Cascade County,mean,NA
2000-01-17T07:00:00Z,county_30077_Powell County,Powell County,mean,NA
2000-01-17T07:00:00Z,county_30049_Lewis and Clark County,Lewis and Clark County,mean,NA
2000-01-17T07:00:00Z,county_30099_Teton County,Teton County,mean,NA
2000-01-17T07:00:00Z,county_30015_Chouteau County,Chouteau County,mean,NA
2000-01-17T07:00:00Z,county_30041_Hill County,Hill County,mean,NA
2000-01-17T07:00:00Z,county_30051_Liberty County,Liberty County,mean,NA
2000-01-17T07:00:00Z,county_30101_Toole County,Toole County,mean,NA
2000-01-17T07:00:00Z,county_30073_Pondera County,Pondera County,mean,NA
2000-01-17T07:00:00Z,county_30029_Flathead County,Flathead County,mean,NA
2000-01-17T07:00:00Z,county_30035_Glacier County,Glacier County,mean,NA
2000-01-17T07:00:00Z,county_30053_Lincoln County,Lincoln County,mean,NA
2000-01-17T07:00:00Z,county_30089_Sanders County,Sanders County,mean,NA
2000-01-17T07:00:00Z,county_30047_Lake County,Lake County,mean,NA
2000-01-17T07:00:00Z,county_30063_Missoula County,Missoula County,mean,NA
2000-01-17T07:00:00Z,county_30061_Mineral County,Mineral County,mean,NA
2000-01-17T07:00:00Z,county_30081_Ravalli County,Ravalli County,mean,NA
2000-01-17T07:00:00Z,county_30039_Granite County,Granite County,mean,NA
2000-01-17T07:00:00Z,county_30043_Jefferson County,Jefferson County,mean,NA
2000-01-17T07:00:00Z,county_30059_Meagher County,Meagher County,mean,NA
2000-01-17T07:00:00Z,county_30007_Broadwater County,Broadwater County,mean,NA
2000-01-17T07:00:00Z,county_30067_Park County,Park County,mean,NA
2000-01-17T07:00:00Z,county_30093_Silver Bow County,Silver Bow County,mean,NA
2000-01-17T07:00:00Z,county_30023_Deer Lodge County,Deer Lodge County,mean,NA
2000-01-17T07:00:00Z,county_30001_Beaverhead County,Beaverhead County,mean,NA
2000-01-17T07:00:00Z,county_30057_Madison County,Madison County,mean,NA
2000-01-17T07:00:00Z,county_30031_Gallatin County,Gallatin County,mean,NA
2000-01-25T07:00:00Z,county_30075_Powder River County,Powder River County,mean,NA
2000-01-25T07:00:00Z,county_30009_Carbon County,Carbon County,mean,NA
2000-01-25T07:00:00Z,county_30003_Big Horn County,Big Horn County,mean,NA
2000-01-25T07:00:00Z,county_30111_Yellowstone County,Yellowstone County,mean,NA
2000-01-25T07:00:00Z,county_30095_Stillwater County,Stillwater County,mean,NA
2000-01-25T07:00:00Z,county_30097_Sweet Grass County,Sweet Grass County,mean,NA
2000-01-25T07:00:00Z,county_30107_Wheatland County,Wheatland County,mean,NA
2000-01-25T07:00:00Z,county_30037_Golden Valley County,Golden Valley County,mean,NA
2000-01-25T07:00:00Z,county_30065_Musselshell County,Musselshell County,mean,NA
2000-01-25T07:00:00Z,county_30103_Treasure County,Treasure County,mean,NA
2000-01-25T07:00:00Z,county_30087_Rosebud County,Rosebud County,mean,NA
2000-01-25T07:00:00Z,county_30011_Carter County,Carter County,mean,NA
2000-01-25T07:00:00Z,county_30025_Fallon County,Fallon County,mean,NA
2000-01-25T07:00:00Z,county_30017_Custer County,Custer County,mean,NA
2000-01-25T07:00:00Z,county_30109_Wibaux County,Wibaux County,mean,NA
2000-01-25T07:00:00Z,county_30079_Prairie County,Prairie County,mean,NA
2000-01-25T07:00:00Z,county_30033_Garfield County,Garfield County,mean,NA
2000-01-25T07:00:00Z,county_30055_McCone County,McCone County,mean,NA
2000-01-25T07:00:00Z,county_30021_Dawson County,Dawson County,mean,NA
2000-01-25T07:00:00Z,county_30083_Richland County,Richland County,mean,NA
2000-01-25T07:00:00Z,county_30085_Roosevelt County,Roosevelt County,mean,NA
