id,date,value
huc_09040001_St. Marys Watershed,1979-01-01,252.17713828708816
huc_09040001_St. Marys Watershed,1979-02-01,258.30030922267747
huc_09040001_St. Marys Watershed,1979-03-01,265.81697049348253
huc_09040001_St. Marys Watershed,1979-04-01,268.45362290092135
huc_09040001_St. Marys Watershed,1979-05-01,272.3805047740107
huc_09040001_St. Marys Watershed,1979-06-01,276.58989184835684
huc_09040001_St. Marys Watershed,1979-07-01,279.45585565981656
huc_09040001_St. Marys Watershed,1979-08-01,279.60252546227497
huc_09040001_St. Marys Watershed,1979-09-01,276.3714125260063
huc_09040001_St. Marys Watershed,1979-10-01,272.0232805998429
huc_09040001_St. Marys Watershed,1979-11-01,266.0040591696034
huc_09040001_St. Marys Watershed,1979-12-01,265.7614656531292
huc_09040001_St. Marys Watershed,1980-01-01,255.1193904047427
huc_09040001_St. Marys Watershed,1980-02-01,264.2256376846977
huc_09040001_St. Marys Watershed,1980-03-01,263.46665457020634
huc_09040001_St. Marys Watershed,1980-04-01,270.9617395815642
huc_09040001_St. Marys Watershed,1980-05-01,274.2276999432108
huc_09040001_St. Marys Watershed,1980-06-01,275.88144916036856
huc_09040001_St. Marys Watershed,1980-07-01,278.5198118790336
huc_09040001_St. Marys Watershed,1980-08-01,276.7677764892578
huc_09040001_St. Marys Watershed,1980-09-01,275.7796382074771
huc_09040001_St. Marys Watershed,1980-10-01,271.936151255732
huc_09040001_St. Marys Watershed,1980-11-01,267.66963660198707
huc_09040001_St. Marys Watershed,1980-12-01,263.7275589652683
huc_09040001_St. Marys Watershed,1981-01-01,267.00252333931303
huc_09040001_St. Marys Watershed,1981-02-01,264.9734858637271
huc_09040001_St. Marys Watershed,1981-03-01,266.75249049974525
huc_09040001_St. Marys Watershed,1981-04-01,270.6268486354662
huc_09040001_St. Marys Watershed,1981-05-01,274.6164799565854
huc_09040001_St. Marys Watershed,1981-06-01,275.622138645338
huc_09040001_St. Marys Watershed,1981-07-01,278.7860455720321
